Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-04-22 21:08 (GMT),On Demand,Jess Sims,10,Cardio,HIIT,10 min HIIT Cardio,2020-04-10 14:30 (GMT),,,,,,,12,,,
2020-04-22 21:15 (GMT),On Demand,Robin Arzon,30,Cycling,Music,30 min Pop Ride: Live from Home,2020-04-22 14:53 (GMT),0,0,0%,0,0,0,10,,,
2020-04-22 21:22 (GMT),On Demand,Sam Yo,30,Cycling,Music,30 min Pop Ride,2020-04-03 09:00 (GMT),0,0,0%,0,0,0,7,,,
2020-04-22 21:38 (GMT),On Demand,Selena Samuela,30,Running,Theme Run,30 min Earth Day Run,2020-04-22 16:00 (GMT),0,,,,0,0,10,,0,
2020-04-22 22:01 (GMT),On Demand,Rebecca Kennedy,20,Cardio,HIIT,20 min HIIT Cardio,2019-09-18 01:02 (GMT),,,,,,,10,,,
2020-04-25 09:47 (GMT),On Demand,Jess Sims,15,Cardio,Family,15 min Fit Family Fun,2020-04-03 15:30 (GMT),,,,,,,6,,,
2020-04-26 14:12 (GMT),On Demand,Matty Maggiacomo,45,Running,Music Run,45 min 80s Run,2020-03-27 15:00 (GMT),0,,,,0,0,3,,0,
2020-05-18 20:06 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min Intervals Run,2020-05-08 16:00 (GMT),0,,,,0,0,271,,0,
2020-05-19 07:57 (GMT),On Demand,Matty Maggiacomo,30,Running,Intervals Run,30 min HIIT Run,2019-12-19 16:00 (GMT),0,,,,0,0,59,,0,
2020-05-19 08:05 (GMT),On Demand,Andy Speer,45,Running,Intervals Run,45 min Intervals Run,2019-11-21 16:00 (GMT),0,,,,0,0,8,,0,
2020-06-08 21:35 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min HIIT Run,2020-06-03 14:00 (GMT),0,,,,0,0,279,,0,
2020-06-09 13:14 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min HIIT Run,2020-06-03 14:00 (GMT),0,,,,0,0,3,,0,
2020-06-21 23:47 (GMT),On Demand,Selena Samuela,30,Running,Intervals Run,30 min Intervals Run,2020-06-19 16:00 (GMT),0,,,,0,0,10,,0,
2020-06-21 23:49 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min Intervals Run,2020-05-08 16:00 (GMT),0,,,,0,0,13,,0,
2020-06-21 23:51 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min HIIT Run,2020-06-03 14:00 (GMT),0,,,,0,0,25,,0,
2020-06-22 21:28 (GMT),On Demand,Selena Samuela,30,Running,Intervals Run,30 min Intervals Run,2020-06-19 16:00 (GMT),0,,,,0,0,287,,0,
2020-06-22 22:02 (GMT),On Demand,Selena Samuela,30,Running,Intervals Run,30 min Intervals Run,2020-06-19 16:00 (GMT),0,,,,0,0,286,,0,
2020-06-22 22:59 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min HIIT Run,2018-07-12 16:00 (GMT),0,,,,0,0,275,,0,
2020-06-22 23:32 (GMT),On Demand,Andy Speer,30,Running,Intervals Run,30 min HIIT Run,2020-06-03 14:00 (GMT),0,,,,0,0,9,,0,
2020-06-22 23:34 (GMT),On Demand,Andy Speer,45,Running,Intervals Run,45 min Intervals Run,2019-11-21 16:00 (GMT),0,,,,0,0,444,,0,
2020-06-26 23:28 (GMT),On Demand,Robin Arzon,20,Running,Intervals Run,20 min HIIT Run,2020-06-26 16:00 (GMT),0,,,,0,0,189,,0,
2020-06-26 23:55 (GMT),On Demand,Matty Maggiacomo,30,Running,Intervals Run,30 min Intervals Run,2019-06-05 16:00 (GMT),0,,,,0,0,295,,0,
2020-07-07 08:04 (GMT),On Demand,Matty Maggiacomo,30,Running,Intervals Run,30 min Intervals Run,2019-06-05 16:00 (GMT),0,,,,0,0,7,,0,
2020-07-11 08:51 (GMT),On Demand,Robin Arzon,30,Running,Intervals Run,30 min HIIT Run,2018-10-11 16:00 (GMT),0,,,,0,0,293,,0,
2020-07-11 08:55 (GMT),On Demand,Jess Sims,30,Running,Intervals Run,30 min Intervals Run,2019-08-15 16:00 (GMT),0,,,,0,0,280,,0,
2020-07-11 10:22 (GMT),On Demand,Leanne Hainsby-Alldis,30,Cycling,Intervals,30 min HIIT Ride,2020-07-11 09:00 (GMT),0,0,0%,0,0,0,2,,,
2020-07-21 13:25 (GMT),On Demand,Robin Arzon,20,Running,Intervals Run,20 min HIIT Run,2020-06-26 16:00 (GMT),0,,,,0,0,12,,0,
2022-11-25 14:46 (UTC),On Demand,Robin Arzon,45,Cycling,Theme,45 min Turkey Burn Ride,2022-11-24 14:50 (UTC),0,0,0%,0,0,0,0,,,
2022-11-25 15:20 (UTC),On Demand,Hannah Corbin,20,Cycling,Beginner,20 min Beginner Ride,2022-08-30 15:00 (UTC),84,63,34%,63,12.15,4.50,103,82.54,,
2022-11-25 16:30 (UTC),Live,Cody Rigsby,30,Cycling,Music,30 min *NSYNC Ride,2022-11-18 22:25 (UTC),202,112,40%,79,16.43,8.21,139,89.53,,
2022-11-25 21:21 (GMT),On Demand,Ross Rayburn,20,Yoga,Flow,20 min Grounded Yoga Flow,2022-11-23 12:21 (GMT),,,,,,,13,,,
2022-11-27 19:29 (UTC),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min UK Garage Ride,2021-05-27 17:25 (UTC),238,132,42%,83,17.82,8.87,134,94.50,,
2022-11-27 20:09 (UTC),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-11-25 07:00 (UTC),,,,,,,11,,,
2022-11-27 20:17 (UTC),On Demand,Ross Rayburn,20,Yoga,Focus Flow,20 min Focus Flow: Glutes,2022-11-02 11:22 (UTC),,,,,,,64,,,
2022-11-28 00:25 (UTC),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2022-11-14 16:00 (UTC),,,,,,,,,,
2022-11-29 20:29 (UTC),On Demand,Cody Rigsby,30,Cycling,Music,30 min Carly Rae Jepsen Ride,2022-11-12 14:55 (UTC),255,142,47%,73,18.12,9.02,259,81.41,,
2022-11-29 21:06 (UTC),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Prince Cool Down Ride,2020-08-12 21:05 (UTC),26,87,35%,81,14.96,1.25,32,77.56,,
2022-11-29 21:12 (UTC),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-11 15:00 (UTC),,,,,,,10,91.11,,
2022-11-30 20:20 (UTC),On Demand,Olivia Amato,30,Cycling,Music,30 min EDM Ride,2022-09-03 11:55 (UTC),226,126,42%,79,17.43,8.69,209,84.86,,
2022-11-30 20:53 (UTC),On Demand,Alex Toussaint,5,Cycling,Cool Down,5 min Cool Down Ride,2022-05-31 15:00 (UTC),24,80,38%,69,14.53,1.21,29,71.88,,
2022-11-30 21:01 (UTC),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: Green Day,2022-08-19 14:00 (UTC),,,,,,,13,95.25,,
2022-12-01 20:45 (UTC),On Demand,Olivia Amato,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-08-22 17:52 (UTC),208,116,42%,77,16.73,8.37,156,85.94,,
2022-12-01 21:17 (UTC),On Demand,Olivia Amato,10,Cycling,Cool Down,10 min Cool Down Ride,2021-07-18 18:00 (UTC),58,97,36%,82,15.42,2.57,22,90.26,,
2022-12-01 21:29 (UTC),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-09 13:00 (UTC),,,,,,,17,102.57,,
2022-12-01 23:41 (UTC),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2022-10-17 15:00 (UTC),,,,,,,,,,
2022-12-02 20:00 (UTC),Live,Tunde Oyeneyin,30,Cycling,Music,30 min 2010s Ride,2022-12-02 19:55 (UTC),215,120,41%,82,17.31,8.65,372,159.84,,
2022-12-02 20:32 (UTC),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2021-07-09 13:00 (UTC),28,94,41%,68,15.40,1.28,51,145.37,,
2022-12-02 20:50 (UTC),On Demand,Ross Rayburn,30,Yoga,Flow,30 min Mariah Carey Yoga Flow,2022-12-02 19:25 (UTC),,,,,,,43,,,
2022-12-03 17:20 (UTC),,,0,Running,,4 sec Outdoor Running,,0,,,,0.23,0,1,,0,60:00+
2022-12-04 20:00 (UTC),Live,Cody & Emma ,30,Cycling,Music,30 min Mariah Carey Two for One Ride,2022-12-02 22:23 (UTC),208,117,39%,86,16.97,8.37,364,159.06,,
2022-12-04 20:32 (UTC),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2021-03-18 13:00 (UTC),39,130,44%,77,17.88,1.49,54,149.63,,
2022-12-04 20:39 (UTC),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-06 15:00 (UTC),,,,,,,33,122.52,,
2022-12-05 21:20 (UTC),On Demand,Kirra Michel,10,Yoga,Focus Flow,10 min Focus Flow: Healthy Back,2022-12-01 17:38 (UTC),,,,,,,35,,,
2022-12-06 20:38 (UTC),On Demand,Kendall Toole,30,Cycling,Music,30 min House Ride,2022-11-26 18:24 (UTC),237,132,43%,81,17.74,8.87,340,152.99,,
2022-12-06 21:10 (UTC),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2022-11-07 16:00 (UTC),22,74,34%,78,13.92,1.16,42,134.79,,
2022-12-06 21:16 (UTC),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-11-17 07:00 (UTC),,,,,,,26,113.60,,
2022-12-07 20:33 (UTC),On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min Intro to Power Zone Ride,2020-12-23 15:00 (UTC),92,102,36%,86,15.96,3.99,136,138.26,,
2022-12-07 20:50 (UTC),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min Power Zone Beginner Ride,2021-01-02 14:00 (UTC),152,127,39%,86,17.57,5.85,223,151.33,,
2022-12-07 21:12 (UTC),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2022-10-03 06:00 (UTC),21,71,30%,84,13.71,1.14,43,135.97,,
2022-12-07 21:18 (UTC),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-26 06:00 (UTC),,,,,,,23,110.18,,
2022-12-08 21:16 (UTC),On Demand,Olivia Amato,10,Strength,Warm Up,10 min Full Body Strength Warm Up,2021-04-23 13:00 (UTC),,,,,,,44,,,
2022-12-08 21:54 (UTC),On Demand,Matty & Olivia ,30,Strength,Bodyweight,30 min Bodyweight Strength,2021-04-23 21:49 (UTC),,,,,,,25,,,
2022-12-09 20:16 (UTC),On Demand,Denis Morton,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2021-02-13 17:00 (UTC),64,106,35%,87,15.81,2.63,96,141.61,,
2022-12-09 20:27 (UTC),On Demand,Denis Morton,20,Cycling,Power Zone,20 min FTP Test Ride,2021-02-27 19:00 (UTC),195,162,47%,80,19.57,6.49,265,165.75,,
2022-12-09 20:52 (UTC),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Stretch: Carrie Underwood,2022-08-19 14:00 (UTC),,,,,,,18,120.28,,
2022-12-10 21:15 (UTC),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-03-09 18:00 (UTC),221,124,39%,88,17.55,8.70,329,152.36,,
2022-12-10 21:48 (UTC),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2022-08-04 15:00 (UTC),23,78,29%,99,14.29,1.19,47,141.66,,
2022-12-10 21:53 (UTC),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-12 15:00 (UTC),,,,,,,26,114.97,,
2022-12-11 20:09 (UTC),On Demand,Matt Wilpers,20,Cycling,Low Impact,20 min Low Impact Ride,2021-01-30 19:30 (UTC),113,94,37%,82,15.64,5.21,154,130.60,,
2022-12-11 20:35 (UTC),Live,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2022-12-10 12:54 (UTC),243,135,40%,86,17.89,8.94,369,160.11,,
2022-12-11 21:10 (GMT),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-06 16:00 (GMT),,,,,,,13,,,
2022-12-12 21:18 (GMT),On Demand,Matty Maggiacomo,30,Strength,Full Body,30 min Back & Biceps,2022-04-18 12:00 (GMT),,,,,,,156,,,
2022-12-13 20:13 (UTC),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-02-12 16:25 (UTC),215,120,39%,86,17.30,8.65,326,150.62,,
2022-12-13 20:46 (UTC),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2022-04-06 15:00 (UTC),37,122,46%,70,17.42,1.45,51,146.66,,
2022-12-13 21:03 (GMT),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling Chest & Back,2022-12-13 15:00 (GMT),,,,,,,26,,,
2022-12-14 22:05 (GMT),On Demand,Kirra Michel,30,Yoga,Theme,30 min Holiday Aussie Vibes Yoga Flow,2022-12-13 23:24 (GMT),,,,,,,111,,,
2022-12-15 20:50 (UTC),Live,Kendall Toole,30,Cycling,Music,30 min Linkin Park Ride,2022-12-14 23:56 (UTC),238,132,44%,78,17.71,8.86,351,153.43,,
2022-12-15 21:23 (UTC),On Demand,Christine D'Ercole,10,Cycling,Theme,10 min Holiday Cool Down,2022-12-11 19:05 (UTC),54,89,32%,96,15.42,2.57,108,150.36,,
2022-12-16 22:37 (GMT),On Demand,Ross Rayburn,30,Yoga,Focus Flow,30 min Focus Flow: Backbends,2022-12-13 16:52 (GMT),,,,,,,104,,,
2022-12-17 10:11 (UTC),On Demand,Kendall Toole,30,Cycling,Music,30 min Linkin Park Ride,2022-12-14 23:56 (UTC),235,130,45%,75,17.44,8.71,390,164.28,,
2022-12-17 10:45 (UTC),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2022-11-15 07:00 (UTC),27,90,37%,77,15.26,1.26,51,147.20,,
2022-12-17 23:21 (GMT),On Demand,Aditi Shah,30,Yoga,Theme,30 min Holiday Party Yoga Flow,2021-12-17 14:27 (GMT),,,,,,,116,,,
2022-12-18 00:15 (UTC),On Demand,Ross Rayburn,5,Meditation,Sleep,5 min Intro to Sleep Meditation,2020-02-19 13:50 (UTC),,,,,,,,,,
2022-12-18 22:31 (GMT),On Demand,Aditi Shah,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 13:55 (GMT),,,,,,,,,,
2022-12-19 19:35 (UTC),Live,Jenn Sherman,45,Cycling,Theme,45 min Epic Sing-Along Ride,2022-12-18 14:55 (UTC),364,135,45%,77,18.09,13.57,528,156.09,,
2022-12-19 20:21 (UTC),On Demand,Ben Alldis,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2022-12-12 15:00 (UTC),78,130,39%,89,17.90,2.98,121,158.84,,
2022-12-19 20:32 (UTC),On Demand,Olivia Amato,5,Cycling,Cool Down,5 min Cool Down Ride,2022-07-15 15:00 (UTC),29,96,33%,94,15.79,1.31,52,147.94,,
2022-12-19 20:44 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,52,,,
2022-12-19 22:18 (GMT),On Demand,Ross Rayburn,20,Yoga,Flow,20 min Yoga Flow,2022-11-29 16:52 (GMT),,,,,,,58,,,
2022-12-20 21:00 (UTC),On Demand,Cody Rigsby,30,Bike Bootcamp,Full Body,30 min Bootcamp: Full Body,2022-12-19 01:00 (UTC),127,,,,18.68,4.41,305,146.20,,
2022-12-20 21:32 (UTC),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2022-01-07 15:00 (UTC),,,,,,,29,118.13,,
2022-12-20 23:26 (GMT),On Demand,Ross Rayburn,5,Meditation,Sleep,5 min Savasana Meditation,2020-02-19 14:00 (GMT),,,,,,,,,,
2022-12-21 21:20 (UTC),Live,Alex Toussaint,20,Cycling,Music,20 min 90s Hip Hop Ride,2022-12-21 17:30 (UTC),175,146,43%,86,18.74,6.24,270,167.56,,
2022-12-21 21:44 (GMT),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-12-20 16:00 (GMT),,,,,,,13,,,
2022-12-21 23:05 (GMT),On Demand,Kristin McGee,10,Meditation,Family & Pre/Postnatal,10 min Family Meditation: Holiday,2022-12-05 15:00 (GMT),,,,,,,,,,
2022-12-21 23:19 (GMT),On Demand,Anna Greenberg,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 14:05 (GMT),,,,,,,,,,
2022-12-22 22:28 (GMT),On Demand,Kristin McGee,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 14:10 (GMT),,,,,,,,,,
2022-12-22 22:34 (GMT),On Demand,Aditi Shah,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 14:15 (GMT),,,,,,,,,,
2022-12-22 23:49 (UTC),On Demand,Anna Greenberg,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 14:20 (UTC),,,,,,,,,,
2022-12-23 17:04 (UTC),On Demand,Rebecca Kennedy,10,Strength,Core,10 min Core Strength,2022-12-22 15:00 (UTC),,,,,,,43,,,
2022-12-23 21:18 (UTC),On Demand,Denis Morton,20,Cycling,Climb,20 min Climb Ride,2022-12-20 17:28 (UTC),159,133,45%,73,17.26,5.76,220,151.38,,
2022-12-23 21:40 (UTC),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2022-12-20 16:00 (UTC),30,100,35%,93,16.17,1.34,50,145.35,,
2022-12-23 21:49 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,52,,,
2022-12-23 21:59 (GMT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,26,,,
2022-12-23 23:41 (UTC),On Demand,Ross Rayburn,10,Meditation,Sleep,10 min Sleep Meditation,2020-02-19 14:25 (UTC),,,,,,,,,,
2022-12-24 22:02 (UTC),On Demand,Aditi Shah,30,Yoga,Theme,30 min Holiday Yoga Flow,2022-12-17 17:55 (UTC),,,,,,,93,,,
2022-12-25 21:28 (UTC),On Demand,Olivia Amato,20,Cycling,Intervals,20 min HIIT Ride,2022-11-28 18:54 (UTC),197,164,53%,69,19.16,6.39,236,156.71,,
2022-12-25 21:50 (UTC),On Demand,Hannah Frankson,10,Cycling,Climb,Extra 10: Climb Ride,2022-12-19 15:00 (UTC),96,160,51%,70,19.36,3.22,125,160.90,,
2022-12-25 22:00 (UTC),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2022-07-16 07:30 (UTC),23,76,31%,89,14.33,1.19,46,140.46,,
2022-12-25 22:13 (GMT),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Holiday Post-Ride Stretch,2022-12-14 10:00 (GMT),,,,,,,11,,,
2022-12-26 00:09 (UTC),On Demand,Kristin McGee,5,Meditation,Sleep,5 min Sleep Meditation,2020-02-19 14:30 (UTC),,,,,,,,,,
2022-12-26 19:39 (UTC),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Whitney Houston Warm Up Ride,2022-12-21 08:27 (UTC),30,101,34%,86,15.36,1.27,37,128.23,,
2022-12-26 19:46 (UTC),On Demand,Olivia Amato,30,Cycling,Beginner,30 min Advanced Beginner Ride,2022-12-25 18:00 (UTC),261,145,43%,83,18.43,9.21,351,155.98,,
2022-12-26 20:17 (UTC),On Demand,Denis Morton,30,Cycling,Beginner,30 min Advanced Beginner Ride,2022-12-25 18:00 (UTC),260,144,45%,80,18.51,9.25,366,159.10,,
2022-12-26 20:48 (UTC),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Whitney Houston Cool Down Ride,2022-12-21 08:37 (UTC),31,105,39%,79,16.34,1.36,55,151.43,,
2022-12-26 23:56 (UTC),On Demand,Aditi Shah,10,Meditation,Sleep,10 min Sleep Meditation,2020-02-19 14:35 (UTC),,,,,,,,,,
2022-12-27 20:10 (UTC),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (UTC),,,,,,,43,,,
2022-12-27 23:54 (UTC),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Savasana Meditation,2020-02-19 14:40 (UTC),,,,,,,,,,
2022-12-28 22:30 (UTC),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2022-01-07 15:00 (UTC),,,,,,,21,,,
2022-12-29 21:44 (UTC),On Demand,Kristin McGee,15,Yoga,Family & Pre/Postnatal,15 min Fit Family Flow: Holiday,2022-12-05 15:00 (UTC),,,,,,,50,,,
2022-12-30 00:36 (UTC),On Demand,Ross Rayburn,10,Meditation,Sleep,10 min Sleep Meditation,2020-02-19 14:45 (UTC),,,,,,,,,,
2022-12-30 00:50 (UTC),On Demand,Aditi Shah,10,Meditation,Sleep,10 min Sleep Meditation,2020-02-19 14:50 (UTC),,,,,,,,,,
2022-12-30 22:21 (UTC),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (UTC),,,,,,,43,,,
2022-12-30 22:33 (UTC),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2022-01-07 15:00 (UTC),,,,,,,21,,,
2022-12-30 22:52 (UTC),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2020-02-19 14:55 (UTC),,,,,,,,,,
2022-12-30 23:58 (UTC),On Demand,Kristin McGee,15,Meditation,Sleep,15 min Sleep Meditation,2020-02-19 15:00 (UTC),,,,,,,,,,
2022-12-31 20:55 (UTC),On Demand,Bradley Rose,10,Cycling,Theme,10 min Holiday Warm Up Ride,2022-12-07 18:25 (UTC),40,66,33%,70,11.76,1.96,60,119.64,,
2022-12-31 21:06 (UTC),On Demand,Jess King,30,Cycling,Theme,30 min JKE: New Year's Special,2022-12-31 01:00 (UTC),229,128,43%,79,17.57,8.71,309,147.43,,
2022-12-31 21:39 (UTC),On Demand,Kendall Toole,30,Cycling,Theme,30 min Top 50 Music Ride: #30-21,2022-12-28 17:00 (UTC),235,130,44%,75,17.67,8.84,344,154.35,,
2022-12-31 22:10 (UTC),On Demand,Leanne Hainsby-Alldis,10,Cycling,Cool Down,10 min Holiday Cool Down Ride,2021-12-07 07:00 (UTC),60,102,38%,79,16.00,2.62,101,146.84,,
2022-12-31 22:25 (UTC),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Standing Core Strength,2022-11-17 15:00 (UTC),,,,,,,21,,,
2022-12-31 22:32 (UTC),On Demand,Olivia Amato,5,Strength,Core,5 min Core Strength,2022-11-21 19:00 (UTC),,,,,,,21,,,
2022-12-31 22:38 (UTC),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Core Strength,2022-10-03 12:16 (UTC),,,,,,,21,,,
2023-01-01 00:43 (UTC),On Demand,Ross Rayburn,10,Meditation,Relaxation,10 min Calming Meditation,2022-11-12 14:10 (UTC),,,,,,,,,,
2023-01-01 21:10 (UTC),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-14 06:00 (UTC),72,120,39%,87,17.34,2.89,90,138.67,,
2023-01-01 21:22 (UTC),On Demand,Ben Alldis,30,Cycling,Music,30 min Daft Punk Ride,2022-12-30 19:00 (UTC),283,157,48%,78,19.21,9.61,386,163.34,,
2023-01-01 22:25 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,52,,,
2023-01-01 22:38 (GMT),On Demand,Ross Rayburn,20,Yoga,Theme,20 min New Year's Day Yoga Flow,2023-01-01 01:00 (GMT),,,,,,,76,,,
2023-01-02 11:08 (UTC),,,38,Walking,,38 min 43 sec Outdoor Walking,,0,,,,2.29,1.67,123,,,
2023-01-02 21:09 (UTC),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-20 16:00 (UTC),29,97,32%,100,15.90,1.33,39,130.48,,
2023-01-02 21:15 (UTC),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2022-12-23 15:52 (UTC),271,151,47%,76,18.69,9.34,363,158.50,,
2023-01-02 21:47 (UTC),On Demand,Denis Morton,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2022-12-26 13:00 (UTC),69,115,40%,83,17.16,2.86,110,151.38,,
2023-01-02 21:59 (UTC),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-11-07 16:00 (UTC),,,,,,,25,112.73,,
2023-01-02 22:25 (GMT),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: Quads,2022-12-13 17:00 (GMT),,,,,,,38,,,
2023-01-03 19:20 (UTC),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-01-03 07:00 (UTC),33,109,38%,84,16.37,1.37,37,128.32,,
2023-01-03 19:27 (UTC),On Demand,Olivia Amato,20,Cycling,Intervals,20 min Tabata Ride,2023-01-03 16:00 (UTC),198,165,49%,75,18.73,6.25,253,161.87,,
2023-01-03 19:48 (UTC),On Demand,Camila Ramon,10,Cycling,Intervals,Extra 10: Intervals Ride,2023-01-03 15:00 (UTC),87,145,42%,84,18.23,3.04,124,160.26,,
2023-01-03 20:01 (UTC),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-01-03 07:00 (UTC),55,92,39%,74,15.40,2.57,95,141.95,,
2023-01-03 20:15 (GMT),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Upper Body Strength,2022-10-27 11:25 (GMT),,,,,,,52,,,
2023-01-03 20:30 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,52,,,
2023-01-04 21:03 (UTC),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2022-11-25 07:00 (UTC),32,105,37%,79,15.23,1.27,34,124.50,,
2023-01-04 21:09 (UTC),On Demand,Kendall Toole,15,Cycling,Climb,15 min Climb Ride,2022-07-13 15:00 (UTC),147,163,50%,73,19.09,4.77,170,153.68,,
2023-01-04 21:27 (UTC),On Demand,Emma Lovewell,10,Cycling,Climb,Extra 10: Climb Ride,2022-12-12 15:00 (UTC),109,182,55%,68,20.40,3.40,124,160.72,,
2023-01-04 21:39 (UTC),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2022-05-11 15:00 (UTC),24,81,34%,82,14.75,1.23,41,133.24,,
2023-01-04 21:47 (GMT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,52,,,
2023-01-05 22:11 (GMT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-12-12 09:00 (GMT),,,,,,,52,,,
2023-01-05 22:37 (GMT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2022-01-07 15:00 (GMT),,,,,,,26,,,
