Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2023-09-06 21:02 (+01),Live,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance,2023-06-20 22:24 (+01),0,0,35%,0,0.00,0,0,,,
2023-09-06 23:41 (GMT),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: Floor Poses,2023-09-05 15:00 (GMT),,,,,,,23,,,
2023-09-07 00:42 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-09-08 07:43 (+01),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-08-14 12:25 (+01),,,,,,,,,,
2023-09-08 21:04 (+01),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance 90s Ride,2023-07-20 07:00 (+01),487,180,47%,84,20.46,15.34,667,,,
2023-09-08 22:03 (+01),,,5,Cycling,,5 min Lanebreak Ride,,46,154,44%,82,18.88,1.58,58,,,
2023-09-09 01:03 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2022-10-24 16:00 (+01),,,,,,,,,,
2023-09-09 09:00 (+01),On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2023-02-09 11:55 (+01),645,179,45%,89,20.39,20.38,1047,167.50,,
2023-09-09 10:16 (+01),,,5,Cycling,,5 min Lanebreak Ride,,53,174,51%,74,20.09,1.69,56,154.30,,
2023-09-09 21:13 (+01),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Endurance Classic Rock,2022-10-25 18:55 (+01),503,186,48%,85,20.71,15.53,698,154.69,,
2023-09-09 22:08 (+01),,,5,Cycling,,5 min Lanebreak Ride,,45,148,44%,81,18.66,1.57,46,142.46,,
2023-09-10 00:42 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-09-10 21:08 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-11-03 10:52 (+01),514,186,45%,89,20.56,15.52,660,140.16,,
2023-09-10 22:17 (+01),,,5,Cycling,,5 min Lanebreak Ride,,28,94,35%,88,15.76,1.32,33,125.33,,
2023-09-11 21:27 (+01),On Demand,Erik Jager,45,Cycling,Power Zone,45 min Power Zone Endurance 80s Ride,2023-06-27 18:24 (+01),480,177,42%,95,20.25,15.22,657,149.49,,
2023-09-11 22:21 (+01),On Demand,Erik Jager,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-11 06:15 (+01),48,160,45%,81,19.47,1.62,63,138.51,,
2023-09-12 07:12 (+01),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-09-11 11:54 (+01),,,,,,,,,,
2023-09-12 21:07 (+01),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-11-20 13:52 (+01),690,192,48%,85,20.95,20.94,979,161.97,,
2023-09-13 21:16 (+01),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Country Ride,2023-08-01 22:26 (+01),510,189,49%,81,20.81,15.61,673,153.21,,
2023-09-13 22:10 (+01),On Demand,Charlotte Weidenbach,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-31 09:00 (+01),,,,,,,28,93.87,,
2023-09-14 00:52 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-09-14 21:22 (+01),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-11-02 21:52 (+01),510,183,46%,86,20.50,15.52,699,,,
2023-09-14 22:31 (GMT),On Demand,Kristin McGee,10,Yoga,Focus Flow,10 min Focus Flow: For Riders,2023-09-14 19:09 (GMT),,,,,,,32,,,
2023-09-15 23:09 (GMT),On Demand,Denis Morton,30,Yoga,Slow Flow,30 min Slow Flow,2023-09-15 16:54 (GMT),,,,,,,29,,,
2023-09-16 00:09 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-01-23 17:00 (+01),,,,,,,,,,
2023-09-16 07:40 (+01),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Meditation for Healing,2023-09-06 19:02 (+01),,,,,,,,,,
2023-09-16 21:10 (+01),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2022-02-05 13:25 (+01),858,190,48%,84,20.88,26.08,1178,156.54,,
2023-09-16 22:37 (+01),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 13:15 (+01),,,,,,,43,113.07,,
2023-09-16 22:47 (+01),On Demand,Denis Morton,30,Yoga,Flow,30 min 70s Yoga Flow,2023-09-15 18:57 (+01),,,,,,,84,,,
2023-09-17 00:49 (+01),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2019-11-21 01:18 (+01),,,,,,,,,,
2023-09-18 00:31 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-03-17 16:00 (+01),,,,,,,,,,
2023-09-18 07:03 (+01),On Demand,Ross Rayburn,10,Meditation,Morning,10 min Morning Meditation,2023-09-16 14:10 (+01),,,,,,,,,,
2023-09-18 20:52 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2020-08-05 12:49 (+01),522,184,45%,89,20.39,15.55,604,129.64,,
2023-09-18 22:14 (+01),On Demand,Olivia Amato,5,Cycling,Cool Down,5 min Cool Down Ride,2023-09-13 16:00 (+01),51,171,44%,90,20.03,1.67,68,144.50,,
2023-09-19 22:26 (GMT),On Demand,Ross Rayburn,30,Yoga,Flow,30 min Grounded Yoga Flow,2023-09-15 12:25 (GMT),,,,,,,19,,,
2023-09-20 00:38 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-01-23 17:00 (+01),,,,,,,,,,
2023-09-20 07:18 (+01),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-09-18 12:23 (+01),,,,,,,,,,
2023-09-20 22:19 (GMT),On Demand,Ross Rayburn,30,Yoga,Flow,30 min Broadway Yoga Flow,2023-09-20 18:24 (GMT),,,,,,,36,,,
2023-09-21 23:22 (GMT),On Demand,Andy Speer,20,Stretching,Full Body Stretch,20 min Full Body Stretch,2023-09-11 07:00 (GMT),,,,,,,9,,,
2023-09-22 00:44 (+01),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2023-09-19 16:00 (+01),,,,,,,,,,
2023-09-22 21:59 (+01),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2021-08-17 12:55 (+01),518,187,47%,84,20.42,15.42,711,,,
2023-09-22 23:06 (+01),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Stretch: Carrie Underwood,2022-08-19 15:00 (+01),,,,,,,15,,,
2023-09-23 21:31 (+01),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2023-09-19 16:00 (+01),48,116,48%,45,12.80,1.47,66,,,
2023-09-23 21:42 (+01),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Endurance Classic Rock,2023-02-19 10:55 (+01),503,186,48%,83,20.68,15.51,689,,,
2023-09-23 22:34 (+01),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2022-03-04 11:00 (+01),48,162,45%,86,19.61,1.62,66,,,
2023-09-23 22:44 (GMT),On Demand,Denis Morton,30,Yoga,Focus Flow,30 min Focus Flow: For Riders,2023-08-18 16:55 (GMT),,,,,,,70,,,
2023-09-24 00:59 (+01),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2023-09-19 16:00 (+01),,,,,,,,,,
2023-09-24 20:47 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2023-08-12 12:55 (+01),512,190,48%,83,20.84,15.63,702,,,
2023-09-24 21:36 (+01),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-11 09:00 (+01),,,,,,,15,,,
2023-09-25 00:20 (+01),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2023-09-19 16:00 (+01),,,,,,,,,,
2023-09-25 07:09 (+01),On Demand,Ross Rayburn,10,Meditation,Morning,10 min Morning Meditation,2023-09-16 14:10 (+01),,,,,,,,,,
2023-09-25 15:57 (+01),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Acceptance Meditation,2023-09-21 16:00 (+01),,,,,,,,,,
2023-09-25 16:08 (+01),On Demand,Kirra Michel,10,Meditation,Breath,10 min Breathing Meditation,2023-09-20 16:00 (+01),,,,,,,,,,
2023-09-25 23:41 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-09-26 03:50 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-09-27 01:26 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-03-17 16:00 (+01),,,,,,,,,,
2023-09-28 00:04 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-09-29 10:29 (+01),On Demand,Chelsea Jackson Roberts,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2022-06-30 16:00 (+01),,,,,,,,,,
2023-09-29 21:37 (+01),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2020-01-09 13:49 (+01),520,192,48%,84,20.78,15.57,673,152.86,,
2023-09-29 22:34 (+01),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Janet Jackson Cool Down Ride,2023-09-29 00:40 (+01),98,164,47%,81,19.77,3.28,135,143.42,,
2023-09-29 22:49 (GMT),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-09-22 07:00 (GMT),,,,,,,,,,
2023-09-30 00:55 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-09-30 20:38 (+01),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Classic Rock,2022-03-08 20:55 (+01),510,185,47%,84,20.59,15.53,630,139.43,,
2023-09-30 21:43 (+01),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-09 07:00 (+01),50,167,43%,91,19.88,1.66,69,146.31,,
2023-09-30 21:52 (GMT),On Demand,Charlotte Weidenbach,10,Stretching,Pre & Post-Ride Stretch,10 min Post-Ride Stretch,2023-09-28 06:15 (GMT),,,,,,,,,,
2023-09-30 22:25 (GMT),On Demand,Denis Morton,30,Yoga,Flow,30 min 80s Yoga Flow,2023-09-29 18:55 (GMT),,,,,,,59,,,
2023-10-01 22:42 (GMT),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2023-09-01 09:00 (GMT),,,,,,,12,,,
2023-10-02 00:13 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-02 22:23 (GMT),On Demand,Ross Rayburn,30,Yoga,Focus Flow,30 min Focus Flow: Core,2023-10-01 17:24 (GMT),,,,,,,55,,,
2023-10-03 21:18 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-12-08 11:53 (+01),531,195,47%,87,20.82,15.61,716,157.06,,
2023-10-03 22:22 (+01),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2023-09-29 16:00 (+01),45,150,39%,97,18.99,1.59,73,151.30,,
2023-10-04 00:31 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-05 22:46 (GMT),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (GMT),,,,,,,,,,
2023-10-06 21:12 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2023-08-12 12:55 (+01),512,190,46%,88,20.83,15.60,751,164.59,,
2023-10-06 22:01 (+01),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 13:15 (+01),,,,,,,47,117.69,,
2023-10-07 00:37 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-07 21:18 (+01),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2021-05-29 12:24 (+01),1014,188,45%,91,20.78,31.08,1487,162.26,,
2023-10-07 23:06 (+01),On Demand,Charlotte Weidenbach,10,Stretching,Pre & Post-Ride Stretch,10 min Post-Ride Stretch,2023-09-28 06:15 (+01),,,,,,,74,115.31,,
2023-10-07 23:20 (+01),On Demand,Denis Morton,30,Yoga,Focus Flow,30 min Focus Flow: For Riders,2023-08-18 16:55 (+01),,,,,,,84,,,
2023-10-08 01:10 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-08 08:15 (+01),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-09-25 12:24 (+01),,,,,,,,,,
2023-10-09 01:06 (+01),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-05 16:00 (+01),,,,,,,,,,
2023-10-09 21:27 (+01),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-01-22 17:23 (+01),506,187,44%,95,20.73,15.55,746,163.61,,
2023-10-09 22:16 (+01),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-17 16:00 (+01),47,156,43%,90,19.22,1.61,72,149.12,,
2023-10-09 22:24 (+01),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-30 09:00 (+01),,,,,,,32,98.59,,
2023-10-10 00:56 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-11 00:56 (+01),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-05 16:00 (+01),,,,,,,,,,
2023-10-11 07:03 (+01),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Empathy Meditation,2023-10-04 19:00 (+01),,,,,,,,,,
2023-10-12 21:12 (+01),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2023-05-04 12:22 (+01),444,163,43%,92,19.68,14.79,647,149.22,,
2023-10-12 22:03 (+01),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-03-17 08:00 (+01),,,,,,,28,93.75,,
2023-10-13 00:22 (+01),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-05 16:00 (+01),,,,,,,,,,
2023-10-13 19:00 (+01),On Demand,Olivia Amato,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2020-01-18 20:00 (+01),93,155,40%,96,18.99,3.16,133,143.63,,
2023-10-13 19:13 (+01),On Demand,Olivia Amato,20,Cycling,Power Zone,20 min FTP Test Ride,2022-04-22 16:00 (+01),351,285,56%,85,24.40,8.08,467,161.37,,
2023-10-13 19:54 (+01),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Bruce Springsteen Cool Down,2023-05-18 00:55 (+01),61,102,38%,81,15.99,2.66,83,,,
2023-10-14 00:43 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-16 00:00 (GMT),On Demand,Nico Sarani,10,Meditation,Relaxation,10 min Relaxing Meditation,2023-10-10 19:10 (GMT),,,,,,,,,,
2023-10-16 21:28 (+01),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2020-12-31 15:00 (+01),414,220,49%,87,21.77,10.98,533,147.05,,
2023-10-16 22:19 (+01),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-08-11 09:00 (+01),,,,,,,15,,,
2023-10-17 01:06 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-17 22:44 (GMT),On Demand,Chelsea Jackson Roberts,30,Yoga,Flow,30 min 70s Pop Yoga Flow,2023-10-16 23:22 (GMT),,,,,,,54,,,
2023-10-18 00:43 (+01),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2021-05-25 15:00 (+01),,,,,,,,,,
2023-10-19 21:21 (+01),On Demand,Olivia Amato,45,Cycling,Music,45 min Classic Rock Ride,2021-02-08 11:53 (+01),127,188,45%,92,20.65,3.72,174,,,
2023-10-20 22:25 (+01),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2023-09-01 09:00 (+01),,,,,,,41,,,
2023-10-21 00:38 (+01),On Demand,Kristin McGee,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-18 16:00 (+01),,,,,,,,,,
2023-10-22 23:27 (GMT),On Demand,Chelsea Jackson Roberts,30,Yoga,Flow,30 min Balanced Yoga Flow,2023-10-20 19:00 (GMT),,,,,,,71,,,
2023-10-23 00:43 (+01),On Demand,Kristin McGee,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-18 16:00 (+01),,,,,,,,,,
2023-10-23 04:47 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 16:00 (+01),,,,,,,,,,
2023-10-24 22:22 (GMT),On Demand,Ross Rayburn,30,Yoga,Morning,30 min Morning Slow Flow,2023-10-14 13:24 (GMT),,,,,,,21,,,
2023-10-25 00:41 (+01),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 16:00 (+01),,,,,,,,,,
2023-10-25 05:36 (+01),On Demand,Anna Greenberg,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-24 16:00 (+01),,,,,,,,,,
2023-10-25 23:36 (+01),On Demand,Ross Rayburn,20,Meditation,Sleep,20 min Sleep Meditation,2022-06-23 16:00 (+01),,,,,,,,,,
2023-10-26 23:42 (GMT),On Demand,Hannah Corbin,20,Stretching,Mobility,20 min Evening Mobility,2022-11-23 15:00 (GMT),,,,,,,10,,,
2023-10-27 21:25 (+01),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2023-10-26 16:56 (+01),339,188,52%,75,20.56,10.28,464,,,
2023-10-27 21:57 (+01),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-11 16:00 (+01),,,,,,,15,,,
2023-10-28 22:16 (GMT),On Demand,Anna Greenberg,30,Yoga,Flow,30 min Yoga Flow,2023-10-27 22:25 (GMT),,,,,,,24,,,
2023-10-29 21:01 (UTC),On Demand,Alex Toussaint,20,Cycling,Low Impact,20 min Low Impact Ride,2023-10-27 10:56 (UTC),209,174,43%,92,19.99,6.66,287,,,
2023-10-29 21:28 (GMT),On Demand,Ross Rayburn,30,Yoga,Theme,30 min Halloween Yoga Flow,2023-10-29 16:25 (GMT),,,,,,,31,,,
2023-10-30 00:35 (UTC),On Demand,Anna Greenberg,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-24 15:00 (UTC),,,,,,,,,,
2023-10-30 23:45 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 15:00 (UTC),,,,,,,,,,
2023-10-31 23:17 (GMT),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: For Runners,2023-10-31 14:00 (GMT),,,,,,,14,,,
2023-11-01 01:27 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 15:00 (UTC),,,,,,,,,,
2023-11-01 21:06 (UTC),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-06-16 09:53 (UTC),527,195,47%,88,21.04,15.74,722,,,
2023-11-01 22:03 (UTC),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 12:15 (UTC),,,,,,,15,,,
2023-11-02 21:12 (UTC),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-12-22 00:22 (UTC),520,191,48%,85,20.87,15.63,726,158.67,,
2023-11-02 22:13 (UTC),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2023-02-06 16:00 (UTC),45,151,43%,84,19.11,1.59,72,150.00,,
2023-11-02 22:20 (UTC),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Red (Taylor's Version) Stretch,2021-12-25 10:00 (UTC),,,,,,,55,93.52,,
2023-11-03 23:16 (UTC),On Demand,Jess King,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-10-30 06:00 (UTC),,,,,,,20,,,
2023-11-04 00:25 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 15:00 (UTC),,,,,,,,,,
2023-11-04 21:46 (UTC),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-03-30 11:53 (UTC),347,198,51%,78,21.12,10.39,441,153.01,,
2023-11-04 22:37 (UTC),On Demand,Robin Arzon,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-03-31 06:00 (UTC),,,,,,,69,101.65,,
2023-11-04 22:57 (GMT),On Demand,Denis Morton,30,Yoga,Power,30 min 80s Power Flow,2023-11-03 15:54 (GMT),,,,,,,21,,,
2023-11-05 16:10 (UTC),,,30,Walking,,30 min 15 sec Outdoor Walking,,0,,,,2.78,1.40,99,,,
2023-11-06 23:42 (UTC),On Demand,Aditi Shah,10,Meditation,Theme,10 min Flow & Let Go Meditation,2023-11-02 22:11 (UTC),,,,,,,,,,
2023-11-07 21:25 (UTC),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance 80s Ride,2022-09-29 17:53 (UTC),545,196,47%,87,21.00,15.88,748,,,
2023-11-07 22:41 (GMT),On Demand,Denis Morton,30,Yoga,Power,30 min 80s Power Flow,2023-11-03 15:54 (GMT),,,,,,,87,,,
2023-11-08 00:46 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 15:00 (UTC),,,,,,,,,,
2023-11-08 23:22 (GMT),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2023-08-04 07:00 (GMT),,,,,,,12,,,
2023-11-09 00:21 (UTC),On Demand,Kristin McGee,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-18 15:00 (UTC),,,,,,,,,,
2023-11-10 23:36 (GMT),On Demand,Kirra Michel,20,Meditation,Relaxation,20 min Calming Meditation,2023-11-10 21:00 (GMT),,,,,,,,,,
2023-11-11 07:11 (UTC),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-11-06 16:00 (UTC),,,,,,,,,,
2023-11-11 22:33 (GMT),On Demand,Ross Rayburn,30,Yoga,Focus Flow,30 min Focus Flow: Hamstrings,2023-11-11 13:26 (GMT),,,,,,,15,,,
2023-11-12 21:09 (UTC),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2022-06-30 12:23 (UTC),514,179,43%,94,20.25,15.42,705,,,
2023-11-13 01:12 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-05-31 15:00 (UTC),,,,,,,,,,
2023-11-14 22:26 (UTC),Live,Denis Morton,30,Cycling,Music,30 min Hip Hop Ride,2023-11-14 22:25 (UTC),352,196,51%,81,21.01,10.51,483,,,
2023-11-14 23:08 (UTC),On Demand,Sam Yo,10,Cycling,Cool Down,10 min 1989 (Taylor's Version) Cool Down,2023-11-02 23:35 (UTC),111,184,49%,79,20.67,3.45,152,,,
2023-11-15 01:40 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-03-17 15:00 (UTC),,,,,,,,,,
2023-11-15 02:20 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-07-26 15:00 (UTC),,,,,,,,,,
2023-11-15 07:44 (UTC),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2023-11-14 12:25 (UTC),,,,,,,,,,
2023-11-15 21:30 (UTC),On Demand,Olivia Amato,5,Running,Warm Up,5 min Warm Up Run,2023-05-01 14:00 (UTC),73,,,,5.53,0.46,62,,1.22,10:50
2023-11-15 21:39 (UTC),On Demand,Andy Speer,30,Running,Intervals,30 min Intervals Run,2023-10-07 14:54 (UTC),503,,,,7.93,3.24,528,,0.93,7:34
2023-11-15 22:14 (UTC),On Demand,Kirsten Ferguson,5,Walking,Cool Down,5 min Cool Down Walk,2023-05-04 14:00 (UTC),47,,,,3.70,0.31,41,,,
2023-11-16 23:15 (GMT),On Demand,Selena Samuela,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2023-11-09 07:00 (GMT),,,,,,,19,,,
2023-11-17 00:21 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 15:00 (UTC),,,,,,,,,,
2023-11-17 07:16 (UTC),On Demand,Jon Hosking,5,Stretching,Pre-Run Stretch,5 min Pre-Run Warm Up,2023-11-07 07:00 (UTC),,,,,,,21,,,
2023-11-17 07:20 (UTC),On Demand,Jess Sims,5,Running,Warm Up,5 min Warm Up Run,2023-10-10 14:00 (UTC),69,,,,5.36,0.45,59,,1.00,11:11
2023-11-17 07:27 (UTC),On Demand,Camila Ramon,30,Running,Music,30 min blink-182 Run,2023-11-16 23:54 (UTC),573,,,,7.22,3.61,491,,1.44,8:18
2023-11-17 08:15 (UTC),On Demand,Camila Ramon,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2023-11-16 07:00 (UTC),,,,,,,10,,,
2023-11-18 00:19 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-01-23 16:00 (UTC),,,,,,,,,,
2023-11-18 11:13 (UTC),On Demand,Joslyn Thompson Rule,10,Walking,Cool Down,10 min Cool Down Walk,2023-11-16 07:00 (UTC),109,,,,3.68,0.61,93,,,
2023-11-18 21:54 (UTC),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-05-31 15:00 (UTC),,,,,,,,,,
2023-11-19 20:58 (UTC),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2022-11-09 11:53 (UTC),516,186,44%,92,20.50,15.46,707,,,
2023-11-19 22:16 (UTC),On Demand,Matty Maggiacomo,15,Walking,Music,15 min 90s Walk,2023-11-15 14:41 (UTC),169,,,,3.80,0.95,145,,,
